Coding System,Codes,구분,병명,고려사항 구분,응급등급,고려사항 상세,비고
NACRS,404,신경계,두통,증상별 2차 고려사항,2,시력장애 ± 안구 통증,
NACRS,404,신경계,두통,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,404,신경계,두통,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,404,신경계,두통,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,404,신경계,두통,증상별 2차 고려사항,5,만성 또는 반복적인 두통,
NACRS,405,신경계,발작,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,405,신경계,발작,활력징후 1차 고려사항,1,쇼크,
NACRS,405,신경계,발작,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,405,신경계,발작,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,405,신경계,발작,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,405,신경계,발작,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,405,신경계,발작,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,405,신경계,발작,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,405,신경계,발작,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,405,신경계,발작,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,405,신경계,발작,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,405,신경계,발작,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,405,신경계,발작,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,405,신경계,발작,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,405,신경계,발작,증상별 2차 고려사항,1,지금 발작 중 ,
NACRS,405,신경계,발작,증상별 2차 고려사항,1,활력징후,
NACRS,405,신경계,발작,증상별 2차 고려사항,2,발작 후 상태,
NACRS,405,신경계,발작,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,405,신경계,발작,증상별 2차 고려사항,3,"회복된 상태, 명료한 의식",
NACRS,405,신경계,발작,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,1,중증 호흡곤란,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,1,쇼크,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,2,중등도 호흡곤란,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,2,혈역학적 장애,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,2,"열, 면역저하 상태",만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,3,경증 호흡곤란,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,3,열 (아파 보임),만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,활력징후 1차 고려사항,4,열 (건강해 보임),만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,증상별 2차 고려사항,1,활력징후,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,증상별 2차 고려사항,2,발병시간 <24 시간,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,증상별 2차 고려사항,2,활력징후,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,증상별 2차 고려사항,3,활력징후,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,406,신경계,보행 장애 / 운동 실조 / 강직,증상별 2차 고려사항,4,활력징후,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,1,쇼크,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,407,신경계,두부 손상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,2,고위험성 사고기전,
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,407,신경계,두부 손상,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,1,활력징후,
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 사고기전",
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,2,새로운 국소적 신경학적 증상,
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,3,"활력징후, 중심성 통증",
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,3,의식소실의 병력,
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,3,장기간의 척추고정,
NACRS,407,신경계,두부 손상,증상별 2차 고려사항,4,의식소실의 병력이 없음,
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,408,신경계,떨림 (Tremor),활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,408,신경계,떨림 (Tremor),증상별 2차 고려사항,2,활력징후,
NACRS,408,신경계,떨림 (Tremor),증상별 2차 고려사항,3,활력징후,
NACRS,408,신경계,떨림 (Tremor),증상별 2차 고려사항,4,만성 떨림,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,1,쇼크,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),두통이 동반되어 있을 때 통증 점수를 사용할 수 있다.
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),두통이 동반되어 있을 때 통증 점수를 사용할 수 있다.
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,1,활력징후,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환",두통이 동반되어 있을 때 통증 점수를 사용할 수 있다.
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,2,발병시간 24시간 이내,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 출혈성 질환",두통이 동반되어 있을 때 통증 점수를 사용할 수 있다.
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,3,발병시간 24시간 초과,
NACRS,409,신경계,사지 약화 / 뇌졸중 증상,증상별 2차 고려사항,3,회복된 상태,
NACRS,410,신경계,감각상실 / 이상감각,증상별 2차 고려사항,3,새로 발병한 감각소실 / 이상감각,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,410,신경계,감각상실 / 이상감각,증상별 2차 고려사항,4,만성 감각소실 / 이상감각,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,410,신경계,기억상실,증상별 2차 고려사항,4,새로 발병한 기억상실,만약 뇌졸중을 의심해야 하면 '신경계 - 뇌졸중 증상' 으로 이동
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,1,쇼크,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,451,임신 / 여성생식계,월경 문제,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,451,임신 / 여성생식계,월경 문제,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,451,임신 / 여성생식계,월경 문제,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,451,임신 / 여성생식계,월경 문제,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,451,임신 / 여성생식계,월경 문제,증상별 2차 고려사항,1,활력징후,
NACRS,451,임신 / 여성생식계,월경 문제,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,451,임신 / 여성생식계,월경 문제,증상별 2차 고려사항,3,"활력징후, 중심성 통증 ",
NACRS,451,임신 / 여성생식계,월경 문제,증상별 2차 고려사항,4,월경 문제,여기서 말하는 월경문제에는 월경 (생리)과 관련된 정상적인 증상도 포함된다.
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,1,쇼크,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,452,임신 / 여성생식계,질내 이물질,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,452,임신 / 여성생식계,질내 이물질,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,452,임신 / 여성생식계,질내 이물질,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,452,임신 / 여성생식계,질내 이물질,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,452,임신 / 여성생식계,질내 이물질,증상별 2차 고려사항,1,활력징후,
NACRS,452,임신 / 여성생식계,질내 이물질,증상별 2차 고려사항,2,"활력징후, 말초성 통증",
NACRS,452,임신 / 여성생식계,질내 이물질,증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,452,임신 / 여성생식계,질내 이물질,증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,452,임신 / 여성생식계,질내 이물질,증상별 2차 고려사항,5,질내 이물질,
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,453,임신 / 여성생식계,질 분비물,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,453,임신 / 여성생식계,질 분비물,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,453,임신 / 여성생식계,질 분비물,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,453,임신 / 여성생식계,질 분비물,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,453,임신 / 여성생식계,질 분비물,증상별 2차 고려사항,2,"활력징후, 말초성 통증",
NACRS,453,임신 / 여성생식계,질 분비물,증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,453,임신 / 여성생식계,질 분비물,증상별 2차 고려사항,4,"활력징후, 말초성 통증",
NACRS,453,임신 / 여성생식계,질 분비물,증상별 2차 고려사항,5,경증,
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,1,중증 호흡곤란,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,1,쇼크,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,2,중등도 호흡곤란,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,2,혈역학적 장애,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,2,"열, 면역저하 상태",분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,3,경증 호흡곤란,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,3,열 (아파 보임),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,활력징후 1차 고려사항,4,열 (건강해 보임),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,1,활력징후,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,2,"활력징후, 중심성 통증",분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,2,<2시간,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,3,"활력징후, 중심성 통증",분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,3,≥2시간부터 <12시간,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,454,임신 / 여성생식계,성폭행,증상별 2차 고려사항,4,≥12시간; 손상 없음,분류소의 컴퓨터 화면이나 보드에 상기 주증상이 노출되지 않도록 하고 순화된 언어로 표현할 것을 권고한다.
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,1,쇼크,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,455,임신 / 여성생식계,질 출혈,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,455,임신 / 여성생식계,질 출혈,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,455,임신 / 여성생식계,질 출혈,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,455,임신 / 여성생식계,질 출혈,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,455,임신 / 여성생식계,질 출혈,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,455,임신 / 여성생식계,질 출혈,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,1,"활력징후, 임신과 관련된 다량의 질 출혈",
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,2,임신과 관련없는 다량의 질 출혈,
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,3,질 출혈 – 정상 활력징후,
NACRS,455,임신 / 여성생식계,질 출혈,증상별 2차 고려사항,4,질 출혈 – 경증 / 점상 출혈,
NACRS,456,임신 / 여성생식계,음순 부종,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,456,임신 / 여성생식계,음순 부종,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,456,임신 / 여성생식계,음순 부종,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,456,임신 / 여성생식계,음순 부종,활력징후 1차 고려사항,2,"열, 면역저하 상태",
